"matchID","time","time2","hometeam","awayteam","home_goals","away_goals","seven_meter_success","player","event"
1,"46:57",2024-05-02 00:46:57,"ASV Hamm-Westfalen","Bergischer HC",20,25,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie."
1,"27:23",2024-05-02 00:27:23,"ASV Hamm-Westfalen","Bergischer HC",13,16,1,"Linus Arnesson","Tor von der 7-Meter Linie von Linus Arnesson (Bergischer HC), neuer Spielstand 13:16."
1,"6:34",2024-05-02 00:06:34,"ASV Hamm-Westfalen","Bergischer HC",6,5,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie."
18,"57:49",2024-05-02 00:57:49,"Bergischer HC","FRISCH AUF! Göppingen",26,0,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie."
18,"54:03",2024-05-02 00:54:03,"Bergischer HC","FRISCH AUF! Göppingen",23,23,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie und bringt den Spielstand auf 23:23."
18,"37:09",2024-05-02 00:37:09,"Bergischer HC","FRISCH AUF! Göppingen",18,14,1,"Linus Arnesson","Der 7-Meter wurde von Linus Arnesson (Bergischer HC) erfolgreich verwandelt."
18,"22:02",2024-05-02 00:22:02,"Bergischer HC","FRISCH AUF! Göppingen",10,8,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie und bringt den Spielstand auf 10:8."
19,"46:26",2024-05-02 00:46:26,"Bergischer HC","Hannover-Burgdorf",15,16,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie und bringt den Spielstand auf 15:16."
19,"41:50",2024-05-02 00:41:50,"Bergischer HC","Hannover-Burgdorf",13,12,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie und bringt den Spielstand auf 13:12."
20,"44:56",2024-05-02 00:44:56,"Bergischer HC","HSG Wetzlar",20,16,1,"Linus Arnesson","Der 7-Meter wurde von Linus Arnesson (Bergischer HC) erfolgreich verwandelt."
20,"42:54",2024-05-02 00:42:54,"Bergischer HC","HSG Wetzlar",18,15,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie."
20,"35:23",2024-05-02 00:35:23,"Bergischer HC","HSG Wetzlar",15,13,1,"Linus Arnesson","Tor von der 7-Meter Linie von Linus Arnesson (Bergischer HC), neuer Spielstand 15:13."
21,"5:28",2024-05-02 00:05:28,"Bergischer HC","MT Melsungen",3,2,1,"Linus Arnesson","5:28:00 3:02 Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie."
22,"46:16",2024-05-02 00:46:16,"Bergischer HC","Rhein-Neckar Löwen",19,20,1,"Linus Arnesson","Der 7-Meter wurde von Linus Arnesson (Bergischer HC) erfolgreich verwandelt."
23,"26:44",2024-05-02 00:26:44,"Bergischer HC","SC Magdeburg",15,15,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie."
23,"10:17",2024-05-02 00:10:17,"Bergischer HC","SC Magdeburg",8,6,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie und bringt den Spielstand auf 08:06."
25,"17:39",2024-05-02 00:17:39,"Bergischer HC","TBV Lemgo Lippe",11,8,0,"Linus Arnesson","Linus Arnesson (Bergischer HC) vergibt den 7-Meter."
26,"56:49",2024-05-02 00:56:49,"Bergischer HC","VfL Gummersbach",29,0,1,"Linus Arnesson","Der 7-Meter wurde von Linus Arnesson (Bergischer HC) erfolgreich verwandelt."
26,"55:14",2024-05-02 00:55:14,"Bergischer HC","VfL Gummersbach",28,0,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie und bringt den Spielstand auf 28:28."
26,"52:03",2024-05-02 00:52:03,"Bergischer HC","VfL Gummersbach",23,22,0,"Linus Arnesson","26:26:00 Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie."
26,"50:11",2024-05-02 00:50:11,"Bergischer HC","VfL Gummersbach",23,22,0,"Linus Arnesson","25:25:00 Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie."
26,"24:02",2024-05-02 00:24:02,"Bergischer HC","VfL Gummersbach",10,13,0,"Linus Arnesson","Linus Arnesson (Bergischer HC) vergibt den 7-Meter."
27,"10:30",2024-05-02 00:10:30,"Bergischer HC","ASV Hamm-Westfalen",7,2,1,"Linus Arnesson","10:30:00 7:02 Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie."
30,"56:37",2024-05-02 00:56:37,"Bergischer HC","Handball Sport Verein Hamburg",34,0,1,"Linus Arnesson","Tor von der 7-Meter Linie von Linus Arnesson (Bergischer HC), neuer Spielstand 34:30."
30,"24:49",2024-05-02 00:24:49,"Bergischer HC","Handball Sport Verein Hamburg",12,15,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie und bringt den Spielstand auf 12:15."
31,"22:51",2024-05-02 00:22:51,"Bergischer HC","HC Erlangen",10,10,1,"Linus Arnesson","Tor von der 7-Meter Linie von Linus Arnesson (Bergischer HC), neuer Spielstand 10:10."
31,"14:05",2024-05-02 00:14:05,"Bergischer HC","HC Erlangen",6,5,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie."
32,"39:57",2024-05-02 00:39:57,"Bergischer HC","SC DHfK Leipzig",23,17,1,"Linus Arnesson","Tor von der 7-Meter Linie von Linus Arnesson (Bergischer HC), neuer Spielstand 23:17."
32,"24:10",2024-05-02 00:24:10,"Bergischer HC","SC DHfK Leipzig",16,11,0,"Linus Arnesson","Linus Arnesson (Bergischer HC) scheitert von der 7-Meter Linie."
33,"53:10",2024-05-02 00:53:10,"Bergischer HC","THW Kiel",21,26,1,"Linus Arnesson","Der 7-Meter wurde von Linus Arnesson (Bergischer HC) erfolgreich verwandelt."
33,"18:06",2024-05-02 00:18:06,"Bergischer HC","THW Kiel",9,8,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie und bringt den Spielstand auf 9:8."
34,"41:05",2024-05-02 00:41:05,"Bergischer HC","TVB Stuttgart",19,19,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie und bringt den Spielstand auf 19:19."
45,"50:24",2024-05-02 00:50:24,"FRISCH AUF! Göppingen","Bergischer HC",28,0,0,"Linus Arnesson","Tor von der 7-Meter Linie von Linus Arnesson (Bergischer HC), neuer Spielstand 28:23."
45,"40:43",2024-05-02 00:40:43,"FRISCH AUF! Göppingen","Bergischer HC",21,19,1,"Linus Arnesson","Tor von der 7-Meter Linie von Linus Arnesson (Bergischer HC), neuer Spielstand 21:19."
45,"26:18",2024-05-02 00:26:18,"FRISCH AUF! Göppingen","Bergischer HC",13,11,0,"Linus Arnesson","Der 7-Meter von Linus Arnesson (Bergischer HC) landet nicht im Tor."
53,"49:57",2024-05-02 00:49:57,"Füchse Berlin","Bergischer HC",24,0,0,"Linus Arnesson","Tor von der 7-Meter Linie von Linus Arnesson (Bergischer HC), neuer Spielstand 24:23."
53,"18:05",2024-05-02 00:18:05,"Füchse Berlin","Bergischer HC",10,10,1,"Linus Arnesson","Der 7-Meter wurde von Linus Arnesson (Bergischer HC) erfolgreich verwandelt."
70,"46:13",2024-05-02 00:46:13,"GWD Minden","Bergischer HC",21,20,1,"Linus Arnesson","Tor von der 7-Meter Linie von Linus Arnesson (Bergischer HC), neuer Spielstand 21:20."
70,"26:42",2024-05-02 00:26:42,"GWD Minden","Bergischer HC",12,14,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie."
70,"15:16",2024-05-02 00:15:16,"GWD Minden","Bergischer HC",7,8,1,"Linus Arnesson","Der 7-Meter wurde von Linus Arnesson (Bergischer HC) erfolgreich verwandelt."
103,"41:50",2024-05-02 00:41:50,"Hannover-Burgdorf","Bergischer HC",19,21,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie und bringt den Spielstand auf 19:21."
103,"9:43",2024-05-02 00:09:43,"Hannover-Burgdorf","Bergischer HC",6,5,1,"Linus Arnesson","Tor von der 7-Meter Linie von Linus Arnesson (Bergischer HC), neuer Spielstand 6:5."
120,"28:07",2024-05-02 00:28:07,"HC Erlangen","Bergischer HC",9,13,1,"Linus Arnesson","Tor von der 7-Meter Linie von Linus Arnesson (Bergischer HC), neuer Spielstand 9:13."
120,"7:35",2024-05-02 00:07:35,"HC Erlangen","Bergischer HC",0,3,0,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie."
216,"38:10",2024-05-02 00:38:10,"SC Magdeburg","Bergischer HC",11,13,1,"Linus Arnesson","Tor von der 7-Meter Linie von Linus Arnesson (Bergischer HC), neuer Spielstand 11:13."
249,"15:31",2024-05-02 00:15:31,"TBV Lemgo Lippe","Bergischer HC",8,9,1,"Linus Arnesson","Der 7-Meter wurde von Linus Arnesson (Bergischer HC) erfolgreich verwandelt."
257,"30:39",2024-05-02 00:30:39,"THW Kiel","Bergischer HC",17,14,1,"Linus Arnesson","Tor von der 7-Meter Linie von Linus Arnesson (Bergischer HC), neuer Spielstand 17:14."
257,"20:51",2024-05-02 00:20:51,"THW Kiel","Bergischer HC",12,7,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie und bringt den Spielstand auf 12:7."
301,"53:00",2024-05-02 00:53:00,"VfL Gummersbach","Bergischer HC",31,0,1,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie und bringt den Spielstand auf 31:30."
301,"38:01",2024-05-02 00:38:01,"VfL Gummersbach","Bergischer HC",24,0,0,"Linus Arnesson","Linus Arnesson (Bergischer HC) trifft von der 7-Meter Linie und bringt den Spielstand auf 24:19."
301,"22:29",2024-05-02 00:22:29,"VfL Gummersbach","Bergischer HC",14,10,1,"Linus Arnesson","Der 7-Meter wurde von Linus Arnesson (Bergischer HC) erfolgreich verwandelt."
1,"44:58",2024-05-02 00:44:58,"ASV Hamm-Westfalen","Bergischer HC",20,23,1,"Savvas Savvas","Der 7-Meter wurde von Savvas Savvas (ASV Hamm-Westfalen) erfolgreich verwandelt."
1,"32:53",2024-05-02 00:32:53,"ASV Hamm-Westfalen","Bergischer HC",16,18,1,"Savvas Savvas","Savvas Savvas (ASV Hamm-Westfalen) trifft von der 7-Meter Linie und bringt den Spielstand auf 16:18."
1,"7:06",2024-05-02 00:07:06,"ASV Hamm-Westfalen","Bergischer HC",7,5,1,"Savvas Savvas","Der 7-Meter wurde von Savvas Savvas (ASV Hamm-Westfalen) erfolgreich verwandelt."
1,"6:04",2024-05-02 00:06:04,"ASV Hamm-Westfalen","Bergischer HC",6,4,1,"Savvas Savvas","Savvas Savvas (ASV Hamm-Westfalen) trifft von der 7-Meter Linie und bringt den Spielstand auf 6:4."
2,"35:25",2024-05-02 00:35:25,"ASV Hamm-Westfalen","FRISCH AUF! Göppingen",18,16,1,"Savvas Savvas","Der 7-Meter wurde von Savvas Savvas (ASV Hamm-Westfalen) erfolgreich verwandelt."
6,"51:12",2024-05-02 00:51:12,"ASV Hamm-Westfalen","HSG Wetzlar",20,22,1,"Savvas Savvas","Savvas Savvas (ASV Hamm-Westfalen) trifft von der 7-Meter Linie und bringt den Spielstand auf 20:22."
6,"35:24",2024-05-02 00:35:24,"ASV Hamm-Westfalen","HSG Wetzlar",13,15,1,"Savvas Savvas","Savvas Savvas (ASV Hamm-Westfalen) trifft von der 7-Meter Linie."
7,"38:22",2024-05-02 00:38:22,"ASV Hamm-Westfalen","MT Melsungen",12,19,0,"Savvas Savvas","Der 7-Meter von Savvas Savvas (ASV Hamm-Westfalen) landet nicht im Tor."
8,"45:41",2024-05-02 00:45:41,"ASV Hamm-Westfalen","Rhein-Neckar Löwen",18,29,1,"Savvas Savvas","Der 7-Meter wurde von Savvas Savvas (ASV Hamm-Westfalen) erfolgreich verwandelt."
12,"40:51",2024-05-02 00:40:51,"ASV Hamm-Westfalen","Handball Sport Verein Hamburg",17,24,1,"Savvas Savvas","Savvas Savvas (ASV Hamm-Westfalen) trifft von der 7-Meter Linie und bringt den Spielstand auf 17:24."
14,"49:29",2024-05-02 00:49:29,"ASV Hamm-Westfalen","SC Magdeburg",20,29,1,"Savvas Savvas","Savvas Savvas (ASV Hamm-Westfalen) trifft von der 7-Meter Linie."
14,"40:06",2024-05-02 00:40:06,"ASV Hamm-Westfalen","SC Magdeburg",14,25,1,"Savvas Savvas","Der 7-Meter wurde von Savvas Savvas (ASV Hamm-Westfalen) erfolgreich verwandelt."
222,"53:41",2024-05-02 00:53:41,"SG Flensburg-Handewitt","ASV Hamm-Westfalen",32,0,0,"Savvas Savvas","Tor von der 7-Meter Linie von Savvas Savvas (ASV Hamm-Westfalen), neuer Spielstand 32:23."
222,"52:32",2024-05-02 00:52:32,"SG Flensburg-Handewitt","ASV Hamm-Westfalen",31,0,0,"Savvas Savvas","Savvas Savvas (ASV Hamm-Westfalen) trifft von der 7-Meter Linie und bringt den Spielstand auf 31:22."
222,"47:15",2024-05-02 00:47:15,"SG Flensburg-Handewitt","ASV Hamm-Westfalen",29,0,0,"Savvas Savvas","Savvas Savvas (ASV Hamm-Westfalen) trifft von der 7-Meter Linie."
273,"58:03",2024-05-02 00:58:03,"TVB Stuttgart","ASV Hamm-Westfalen",27,0,0,"Savvas Savvas","Der 7-Meter wurde von Savvas Savvas (ASV Hamm-Westfalen) erfolgreich verwandelt."
2,"56:56",2024-05-02 00:56:56,"ASV Hamm-Westfalen","FRISCH AUF! Göppingen",30,0,0,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
2,"53:00",2024-05-02 00:53:00,"ASV Hamm-Westfalen","FRISCH AUF! Göppingen",27,0,0,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 27:23."
2,"49:05",2024-05-02 00:49:05,"ASV Hamm-Westfalen","FRISCH AUF! Göppingen",24,0,0,"Marcel Schiller","Der 7-Meter wurde von Marcel Schiller (FRISCH AUF! Göppingen) erfolgreich verwandelt."
2,"43:52",2024-05-02 00:43:52,"ASV Hamm-Westfalen","FRISCH AUF! Göppingen",21,20,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 21:20."
2,"34:41",2024-05-02 00:34:41,"ASV Hamm-Westfalen","FRISCH AUF! Göppingen",17,16,1,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 17:16."
2,"27:10",2024-05-02 00:27:10,"ASV Hamm-Westfalen","FRISCH AUF! Göppingen",13,12,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
2,"22:40",2024-05-02 00:22:40,"ASV Hamm-Westfalen","FRISCH AUF! Göppingen",11,9,1,"Marcel Schiller","Der 7-Meter wurde von Marcel Schiller (FRISCH AUF! Göppingen) erfolgreich verwandelt."
2,"6:03",2024-05-02 00:06:03,"ASV Hamm-Westfalen","FRISCH AUF! Göppingen",2,3,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 2:3."
37,"38:22",2024-05-02 00:38:22,"FRISCH AUF! Göppingen","Hannover-Burgdorf",22,14,1,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 22:14."
37,"27:10",2024-05-02 00:27:10,"FRISCH AUF! Göppingen","Hannover-Burgdorf",15,8,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
37,"23:26",2024-05-02 00:23:26,"FRISCH AUF! Göppingen","Hannover-Burgdorf",13,5,1,"Marcel Schiller","13:05 Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 13:5."
37,"18:13",2024-05-02 00:18:13,"FRISCH AUF! Göppingen","Hannover-Burgdorf",11,3,1,"Marcel Schiller","11:03 Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 11:3."
38,"45:13",2024-05-02 00:45:13,"FRISCH AUF! Göppingen","HC Erlangen",25,0,1,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 25:21."
38,"35:06",2024-05-02 00:35:06,"FRISCH AUF! Göppingen","HC Erlangen",20,14,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 20:14."
38,"34:18",2024-05-02 00:34:18,"FRISCH AUF! Göppingen","HC Erlangen",19,13,1,"Marcel Schiller","Der 7-Meter wurde von Marcel Schiller (FRISCH AUF! Göppingen) erfolgreich verwandelt."
40,"42:59",2024-05-02 00:42:59,"FRISCH AUF! Göppingen","SC Magdeburg",19,25,1,"Marcel Schiller","Der 7-Meter wurde von Marcel Schiller (FRISCH AUF! Göppingen) erfolgreich verwandelt."
40,"27:26",2024-05-02 00:27:26,"FRISCH AUF! Göppingen","SC Magdeburg",12,13,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
40,"1:00",2024-05-02 00:01:00,"FRISCH AUF! Göppingen","SC Magdeburg",1,0,1,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 1:0."
41,"37:24",2024-05-02 00:37:24,"FRISCH AUF! Göppingen","TBV Lemgo Lippe",18,17,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 18:17."
41,"35:44",2024-05-02 00:35:44,"FRISCH AUF! Göppingen","TBV Lemgo Lippe",17,16,1,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 17:16."
41,"20:02",2024-05-02 00:20:02,"FRISCH AUF! Göppingen","TBV Lemgo Lippe",10,8,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
41,"16:36",2024-05-02 00:16:36,"FRISCH AUF! Göppingen","TBV Lemgo Lippe",9,8,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 9:8."
42,"26:57",2024-05-02 00:26:57,"FRISCH AUF! Göppingen","TVB Stuttgart",10,10,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
44,"53:27",2024-05-02 00:53:27,"FRISCH AUF! Göppingen","ASV Hamm-Westfalen",35,0,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 35:27."
45,"48:04",2024-05-02 00:48:04,"FRISCH AUF! Göppingen","Bergischer HC",27,0,1,"Marcel Schiller","Der 7-Meter wurde von Marcel Schiller (FRISCH AUF! Göppingen) erfolgreich verwandelt."
45,"32:13",2024-05-02 00:32:13,"FRISCH AUF! Göppingen","Bergischer HC",16,14,1,"Marcel Schiller","32:02:00 16:14 Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 16:14."
45,"20:23",2024-05-02 00:20:23,"FRISCH AUF! Göppingen","Bergischer HC",10,8,1,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 10:8."
45,"13:10",2024-05-02 00:13:10,"FRISCH AUF! Göppingen","Bergischer HC",7,5,1,"Marcel Schiller","Der 7-Meter wurde von Marcel Schiller (FRISCH AUF! Göppingen) erfolgreich verwandelt."
45,"9:17",2024-05-02 00:09:17,"FRISCH AUF! Göppingen","Bergischer HC",4,4,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
45,"4:21",2024-05-02 00:04:21,"FRISCH AUF! Göppingen","Bergischer HC",2,1,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 2:1."
46,"6:18",2024-05-02 00:06:18,"FRISCH AUF! Göppingen","Füchse Berlin",6,0,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
47,"60:00",NA,"FRISCH AUF! Göppingen","HSG Wetzlar",26,0,1,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 26:28."
47,"52:39",2024-05-02 00:52:39,"FRISCH AUF! Göppingen","HSG Wetzlar",24,0,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 24:23."
47,"43:04",2024-05-02 00:43:04,"FRISCH AUF! Göppingen","HSG Wetzlar",18,17,1,"Marcel Schiller","Der 7-Meter wurde von Marcel Schiller (FRISCH AUF! Göppingen) erfolgreich verwandelt."
47,"31:27",2024-05-02 00:31:27,"FRISCH AUF! Göppingen","HSG Wetzlar",12,12,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
47,"24:43",2024-05-02 00:24:43,"FRISCH AUF! Göppingen","HSG Wetzlar",10,8,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
47,"18:56",2024-05-02 00:18:56,"FRISCH AUF! Göppingen","HSG Wetzlar",8,7,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 8:7."
49,"33:08",2024-05-02 00:33:08,"FRISCH AUF! Göppingen","SC DHfK Leipzig",21,16,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
49,"8:29",2024-05-02 00:08:29,"FRISCH AUF! Göppingen","SC DHfK Leipzig",5,4,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 5:4."
50,"19:04",2024-05-02 00:19:04,"FRISCH AUF! Göppingen","SG Flensburg-Handewitt",10,9,1,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 10:9."
51,"28:30",2024-05-02 00:28:30,"FRISCH AUF! Göppingen","THW Kiel",12,17,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
51,"10:27",2024-05-02 00:10:27,"FRISCH AUF! Göppingen","THW Kiel",4,6,0,"Marcel Schiller","9:39 4:06 Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 4:6."
54,"46:29",2024-05-02 00:46:29,"Füchse Berlin","FRISCH AUF! Göppingen",30,0,0,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
54,"40:28",2024-05-02 00:40:28,"Füchse Berlin","FRISCH AUF! Göppingen",25,0,0,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 25:20."
54,"12:39",2024-05-02 00:12:39,"Füchse Berlin","FRISCH AUF! Göppingen",5,7,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 5:7."
78,"12:00",2024-05-02 00:12:00,"GWD Minden","FRISCH AUF! Göppingen",3,5,1,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 3:5."
78,"8:34",2024-05-02 00:08:34,"GWD Minden","FRISCH AUF! Göppingen",1,3,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 1:3."
95,"47:27",2024-05-02 00:47:27,"Handball Sport Verein Hamburg","FRISCH AUF! Göppingen",23,22,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
95,"29:45",2024-05-02 00:29:45,"Handball Sport Verein Hamburg","FRISCH AUF! Göppingen",11,13,1,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 11:13."
104,"32:58",2024-05-02 00:32:58,"Hannover-Burgdorf","FRISCH AUF! Göppingen",14,9,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
104,"26:35",2024-05-02 00:26:35,"Hannover-Burgdorf","FRISCH AUF! Göppingen",9,7,0,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 9:8."
104,"20:57",2024-05-02 00:20:57,"Hannover-Burgdorf","FRISCH AUF! Göppingen",8,6,1,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 8:6."
104,"14:31",2024-05-02 00:14:31,"Hannover-Burgdorf","FRISCH AUF! Göppingen",7,5,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 7:5."
104,"7:46",2024-05-02 00:07:46,"Hannover-Burgdorf","FRISCH AUF! Göppingen",3,1,1,"Marcel Schiller","Der 7-Meter wurde von Marcel Schiller (FRISCH AUF! Göppingen) erfolgreich verwandelt."
121,"57:40",2024-05-02 00:57:40,"HC Erlangen","FRISCH AUF! Göppingen",33,0,0,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 33:27."
121,"4:18",2024-05-02 00:04:18,"HC Erlangen","FRISCH AUF! Göppingen",4,2,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie."
137,"59:38",2024-05-02 00:59:38,"HSG Wetzlar","FRISCH AUF! Göppingen",24,0,0,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 24:25."
137,"53:22",2024-05-02 00:53:22,"HSG Wetzlar","FRISCH AUF! Göppingen",22,22,1,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 22:22."
137,"51:07",2024-05-02 00:51:07,"HSG Wetzlar","FRISCH AUF! Göppingen",22,20,0,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) vergibt den 7-Meter."
137,"43:52",2024-05-02 00:43:52,"HSG Wetzlar","FRISCH AUF! Göppingen",19,17,1,"Marcel Schiller","Tor von der 7-Meter Linie von Marcel Schiller (FRISCH AUF! Göppingen), neuer Spielstand 19:17."
137,"10:38",2024-05-02 00:10:38,"HSG Wetzlar","FRISCH AUF! Göppingen",4,4,0,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) scheitert von der 7-Meter Linie."
137,"9:43",2024-05-02 00:09:43,"HSG Wetzlar","FRISCH AUF! Göppingen",3,4,1,"Marcel Schiller","Der 7-Meter wurde von Marcel Schiller (FRISCH AUF! Göppingen) erfolgreich verwandelt."
137,"4:48",2024-05-02 00:04:48,"HSG Wetzlar","FRISCH AUF! Göppingen",0,2,1,"Marcel Schiller","Marcel Schiller (FRISCH AUF! Göppingen) trifft von der 7-Meter Linie und bringt den Spielstand auf 0:2."
